row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
1174	MEB	false	false	false	false	false	false	false	true	false	false	false
1175	ITEB,REB	false	false	false	false	true	false	false	false	false	false	true
1176	CGB	false	true	false	false	false	false	false	false	false	false	false
1177	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1178	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
1179	OD,LGS	false	false	false	false	false	true	false	false	true	false	false
1180	OD,BB,ITEB,MEB	true	false	false	false	true	false	false	true	true	false	false
1181	MEB,IIB,OD	false	false	false	true	false	false	false	true	true	false	false
1182	OEEB	false	false	false	false	false	false	false	false	false	true	false
1183	BB	true	false	false	false	false	false	false	false	false	false	false
1184	MEB,BB,OD,CGB,CGR	true	true	true	false	false	false	false	true	true	false	false
1185	MEB,REB,OEEB	false	false	false	false	false	false	false	true	false	true	true
1186	MEB	false	false	false	false	false	false	false	true	false	false	false
1187	OEEB	false	false	false	false	false	false	false	false	false	true	false
1188	CGB	false	true	false	false	false	false	false	false	false	false	false
1189	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1190	MEB	false	false	false	false	false	false	false	true	false	false	false
1191	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1192	REB	false	false	false	false	false	false	false	false	false	false	true
1193	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
1194	CGB	false	true	false	false	false	false	false	false	false	false	false
1195	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1196	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1197	OD,OEEB,LGS,MEB	false	false	false	false	false	true	false	true	true	true	false
1198	CGB	false	true	false	false	false	false	false	false	false	false	false
1199	MEB	false	false	false	false	false	false	false	true	false	false	false
1200	none	false	false	false	false	false	false	false	false	false	false	false
1201	OEEB	false	false	false	false	false	false	false	false	false	true	false
1202	MEB,OD,BB	true	false	false	false	false	false	false	true	true	false	false
1203	IIB	false	false	false	true	false	false	false	false	false	false	false
1204	CGB	false	true	false	false	false	false	false	false	false	false	false
1205	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
1206	MEB	false	false	false	false	false	false	false	true	false	false	false
1207	ITEB	false	false	false	false	true	false	false	false	false	false	false
1208	CGB	false	true	false	false	false	false	false	false	false	false	false
1209	REB	false	false	false	false	false	false	false	false	false	false	true
1210	MEB,OD	false	false	false	false	false	false	false	true	true	false	false
1211	CGB	false	true	false	false	false	false	false	false	false	false	false
1212	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
1213	MEB	false	false	false	false	false	false	false	true	false	false	false
1214	IIB	false	false	false	true	false	false	false	false	false	false	false
1215	CGB	false	true	false	false	false	false	false	false	false	false	false
1216	REB,BB	true	false	false	false	false	false	false	false	false	false	true
1217	OEEB	false	false	false	false	false	false	false	false	false	true	false
1218	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
1219	ITEB	false	false	false	false	true	false	false	false	false	false	false
1220	MEB	false	false	false	false	false	false	false	true	false	false	false
1221	REB	false	false	false	false	false	false	false	false	false	false	true
1222	CGB	false	true	false	false	false	false	false	false	false	false	false
1223	OEEB	false	false	false	false	false	false	false	false	false	true	false
1224	REB	false	false	false	false	false	false	false	false	false	false	true
1225	REB	false	false	false	false	false	false	false	false	false	false	true
1226	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1227	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1228	MEB,OD	false	false	false	false	false	false	false	true	true	false	false
1229	OD,LGS,REB	false	false	false	false	false	true	false	false	true	false	true
1230	REB	false	false	false	false	false	false	false	false	false	false	true
1231	CGB	false	true	false	false	false	false	false	false	false	false	false
1232	REB	false	false	false	false	false	false	false	false	false	false	true
1233	MEB	false	false	false	false	false	false	false	true	false	false	false
1234	ITEB,CGB	false	true	false	false	true	false	false	false	false	false	false
1235	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false
1236	OD,CGB,BB,MEB,CGR	true	true	true	false	false	false	false	true	true	false	false
1237	none	false	false	false	false	false	false	false	false	false	false	false
1238	OD,MEB,LGS	false	false	false	false	false	true	false	true	true	false	false
1239	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
1240	CGB	false	true	false	false	false	false	false	false	false	false	false
1241	OD,ITEB,BB,LGS,LTG,CGR	true	false	true	false	true	true	true	false	true	false	false
1242	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
1243	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
1244	none	false	false	false	false	false	false	false	false	false	false	false
1245	MEB	false	false	false	false	false	false	false	true	false	false	false
1246	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false
1247	CGB	false	true	false	false	false	false	false	false	false	false	false
1248	IIB,OEEB,LTG	false	false	false	true	false	false	true	false	false	true	false
1249	REB,BB	true	false	false	false	false	false	false	false	false	false	true
1250	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
1251	IIB	false	false	false	true	false	false	false	false	false	false	false
1252	REB	false	false	false	false	false	false	false	false	false	false	true
1253	IIB	false	false	false	true	false	false	false	false	false	false	false
1254	OEEB	false	false	false	false	false	false	false	false	false	true	false
1255	BB,OD,CGB,MEB	true	true	false	false	false	false	false	true	true	false	false
1256	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
1257	OD,OEEB,ITEB,BB,MEB,CGR	true	false	true	false	true	false	false	true	true	true	false
1258	MEB	false	false	false	false	false	false	false	true	false	false	false
1259	CGB	false	true	false	false	false	false	false	false	false	false	false
1260	IIB	false	false	false	true	false	false	false	false	false	false	false
1261	OEEB	false	false	false	false	false	false	false	false	false	true	false
1262	ITEB	false	false	false	false	true	false	false	false	false	false	false
1263	MEB,IIB,OEEB	false	false	false	true	false	false	false	true	false	true	false
1264	none	false	false	false	false	false	false	false	false	false	false	false
1265	CGB	false	true	false	false	false	false	false	false	false	false	false
1266	OEEB	false	false	false	false	false	false	false	false	false	true	false
1267	MEB	false	false	false	false	false	false	false	true	false	false	false
1268	OD,CGB,ITEB,BB,LGS,MEB,CGR	true	true	true	false	true	true	false	true	true	false	false
1269	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
1270	REB	false	false	false	false	false	false	false	false	false	false	true
1271	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1272	LTG	false	false	false	false	false	false	true	false	false	false	false
1273	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false
1274	MEB,OD	false	false	false	false	false	false	false	true	true	false	false
1275	CGB	false	true	false	false	false	false	false	false	false	false	false
1276	OD,IIB,OEEB,ITEB,MEB	false	false	false	true	true	false	false	true	true	true	false
1277	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
1278	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false
1279	IIB	false	false	false	true	false	false	false	false	false	false	false
1280	MEB,IIB,ITEB,BB	true	false	false	true	true	false	false	true	false	false	false
1281	IIB	false	false	false	true	false	false	false	false	false	false	false
1282	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
1283	MEB	false	false	false	false	false	false	false	true	false	false	false
1284	OD,IIB,LTG,BB,OEEB,LGS,REB,MEB,CGR	true	false	true	true	false	true	true	true	true	true	true
1285	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false
1286	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false
1287	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1288	OD,LGS	false	false	false	false	false	true	false	false	true	false	false
1289	REB	false	false	false	false	false	false	false	false	false	false	true
1290	none	false	false	false	false	false	false	false	false	false	false	false
1291	CGB	false	true	false	false	false	false	false	false	false	false	false
1292	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
1293	MEB	false	false	false	false	false	false	false	true	false	false	false
1294	OD,CGR,MEB,CGB,BB	true	true	true	false	false	false	false	true	true	false	false
1295	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false
1296	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1297	OEEB	false	false	false	false	false	false	false	false	false	true	false
1298	ITEB,REB	false	false	false	false	true	false	false	false	false	false	true
1299	CGB	false	true	false	false	false	false	false	false	false	false	false
1300	ITEB,LTG,MEB,CGB,OD,CGR,BB,OEEB	true	true	true	false	true	false	true	true	true	true	false
1301	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false
1302	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false
1303	MEB,OEEB,REB	false	false	false	false	false	false	false	true	false	true	true
1304	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
1305	none	false	false	false	false	false	false	false	false	false	false	false
1306	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1307	REB	false	false	false	false	false	false	false	false	false	false	true
1308	MEB,CGB,ITEB	false	true	false	false	true	false	false	true	false	false	false
1309	IIB,CGB,LTG,OD,CGR	false	true	true	true	false	false	true	false	true	false	false
1310	BB	true	false	false	false	false	false	false	false	false	false	false
1311	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false
1312	CGB,OEEB,IIB	false	true	false	true	false	false	false	false	false	true	false
1313	none	false	false	false	false	false	false	false	false	false	false	false
1314	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false
1315	MEB	false	false	false	false	false	false	false	true	false	false	false
1316	REB	false	false	false	false	false	false	false	false	false	false	true
1317	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1318	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false
1319	OD,REB	false	false	false	false	false	false	false	false	true	false	true
1320	CGB	false	true	false	false	false	false	false	false	false	false	false
1321	MEB,IIB,OEEB	false	false	false	true	false	false	false	true	false	true	false
1322	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
1323	none	false	false	false	false	false	false	false	false	false	false	false
1324	OD,IIB,OEEB,ITEB,LGS,REB	false	false	false	true	true	true	false	false	true	true	true
1325	BB,MEB,IIB	true	false	false	true	false	false	false	true	false	false	false
1326	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
1327	OD,CGR,LGS,ITEB,OEEB	false	false	true	false	true	true	false	false	true	true	false
